ethnicity,lgr,sex,agegrp,qualification,occupation,hours,income
3,2,2,30,1,2,37.5,719
1,8,2,50,2,6,0,630
1,8,2,65,1,8,16,258
12,8,2,45,2,5,40,828
1,8,2,60,3,10,0,0
4,3,2,25,4,5,16,210
1,2,2,60,2,5,34.5,513
1,2,2,15,2,10,0,1036
1,11,1,60,1,10,0,374
1,8,1,65,3,10,16,-207
1,10,1,60,5,5,42,1500
4,10,2,30,3,10,0,230
1,9,2,30,2,6,0,27
1,3,2,50,4,10,0,293
1,6,2,65,1,10,0,393
3,2,1,65,1,7,40,633
1,11,1,15,1,10,0,0
1,10,2,15,1,10,0,0
1,2,1,55,1,1,45,1418
4,3,2,25,3,10,0,739
5,3,2,65,3,10,0,197
2,4,1,65,1,3,35,1033
1,4,2,65,2,10,0,7
1,10,2,20,2,5,20,423
1,10,2,60,3,5,30,504
12,1,1,25,1,4,60,805
4,2,2,35,3,10,0,316
1,4,1,35,1,1,34.5,971
12,5,2,15,2,10,0,0
1,10,2,30,3,2,40,829
1,2,2,55,5,2,25.5,1231
1,2,1,45,1,8,42.5,753
2,3,2,55,1,1,33,1223
4,2,2,20,3,8,0,258
1,2,1,65,3,10,0,3
1,3,1,65,5,10,0,0
1,1,1,60,3,1,40,993
1,7,2,55,2,5,17.5,1032
3,8,2,55,2,10,0,306
1,2,2,35,4,2,0,0
14,11,1,20,2,5,1,11
1,10,1,25,1,10,0,411
1,11,1,40,2,1,40,1035
1,12,2,65,2,10,0,0
4,2,1,25,4,10,0,374
4,2,1,20,2,4,32,328
1,9,2,65,1,10,0,163
1,3,1,65,3,10,0,262
12,8,1,65,1,10,0,0
1,2,1,60,5,7,50,1679
1,2,2,20,2,10,0,0
1,2,2,65,1,6,40,935
1,10,2,30,4,10,0,1055
12,3,2,15,2,10,0,0
1,9,1,65,1,10,0,270
1,10,1,35,2,8,38,1126
1,10,2,35,1,10,0,292
1,8,1,45,5,2,0,96
1,11,2,65,3,10,0,162
1,3,1,15,3,10,0,0
1,1,2,55,5,3,0,0
1,10,1,40,3,2,0,1002
1,5,2,20,3,10,0,784
1,11,1,30,4,2,40,1477
1,11,2,20,2,2,9,264
1,2,1,65,3,10,0,653
1,4,2,65,3,10,0,0
2,3,1,50,1,10,0,275
6,1,2,65,1,10,0,346
1,9,2,35,3,4,0,0
1,9,1,45,1,6,49.5,1103
1,9,1,25,4,1,50,1618
1,10,2,45,5,9,20,618
1,8,2,50,2,10,0,65
2,2,1,65,1,10,0,288
12,4,2,15,2,2,0,329
12,5,2,40,3,2,0,1056
1,8,1,30,4,10,0,324
1,2,1,35,3,6,40,1056
1,2,1,55,4,2,20,462
1,11,2,65,3,10,0,477
3,2,2,20,1,6,37,844
1,10,1,20,2,2,40,818
3,8,2,40,5,10,0,550
34,3,2,50,4,3,12,184
1,2,2,65,3,10,0,254
1,8,1,25,3,1,40,723
1,2,2,65,1,8,36,487
1,10,2,50,3,10,0,500
12,11,2,40,3,6,40,792
1,2,2,65,1,10,0,323
1,10,2,35,1,3,38.5,1303
2,2,2,30,1,8,25,401
1,2,2,40,4,1,52,1814
1,10,2,65,1,2,37.5,1676
1,3,1,50,4,2,45,1109
3,2,1,40,3,7,40,1753
1,2,1,40,5,2,0,1036
1,3,2,60,3,10,0,427
1,8,2,20,2,5,40,468
1,8,2,45,4,2,0,2532
1,2,2,50,3,10,0,248
6,11,2,65,1,10,0,514
1,5,1,65,1,10,0,0
1,8,1,30,5,10,0,0
1,1,2,50,3,1,40,1012
1,2,1,35,3,1,55,968
1,11,2,40,2,5,28,462
12,3,2,15,2,10,0,0
3,2,1,55,1,4,40,873
1,2,2,40,5,5,37.5,874
3,2,1,35,1,2,45.5,2297
1,2,1,30,5,10,0,331
1,2,1,65,2,8,9.5,295
4,2,2,60,3,4,32,458
1,2,2,30,2,6,19,293
2,8,1,15,1,10,0,0
2,3,1,30,1,10,0,19
4,2,1,55,1,7,40,682
1,10,1,25,5,3,45,1091
12,2,2,65,1,10,0,228
1,12,2,30,1,10,0,358
1,3,2,20,2,10,0,293
1,3,1,65,1,10,0,865
1,10,1,40,4,2,40,1493
1,2,1,60,3,4,40,903
1,11,2,15,3,6,40,799
4,10,1,55,3,1,40,1561
1,11,1,45,3,10,0,172
1,10,2,50,3,4,50.5,659
4,8,1,65,2,4,0,263
1,2,1,60,3,3,0,1498
12,2,2,15,2,10,0,0
1,8,1,20,4,6,1,19
1,1,2,65,2,10,0,216
1,3,2,65,1,10,0,544
2,2,1,45,1,3,45,965
1,4,2,35,2,5,0,802
4,2,2,45,2,4,32,644
1,4,1,60,2,8,0,5
1,2,1,20,3,10,0,26
2,7,2,30,3,8,10,741
1,2,1,55,3,3,37,1433
1,8,1,50,3,3,41,943
2,2,1,15,1,10,0,265
1,9,2,65,1,10,0,0
3,2,2,25,1,10,0,400
12,7,1,40,1,10,0,207
1,5,2,65,2,10,0,92
1,10,2,55,2,5,28,973
2,3,1,20,2,2,28,554
1,5,1,40,3,3,40,639
1,2,2,45,2,10,0,271
1,12,1,30,2,1,40,1160
12,2,2,30,4,2,36,690
1,2,1,65,4,10,0,311
1,1,1,60,3,3,40,690
1,2,1,35,5,1,0,172
1,8,1,50,4,2,37.5,6050
4,2,2,45,2,8,23,710
1,6,2,40,1,5,32,493
6,5,1,15,1,7,50,1155
1,9,1,65,3,10,0,307
12,10,1,20,2,10,0,897
1,3,2,25,2,10,0,265
2,8,2,45,1,8,40,1139
1,9,2,65,1,10,0,711
1,10,2,25,3,10,0,1381
1,1,1,60,4,2,45,907
1,6,1,50,3,8,42,591
1,5,2,45,3,5,18,277
12,2,1,20,3,10,0,272
4,8,2,45,5,10,0,373
1,10,2,45,4,10,0,265
2,1,2,40,1,1,8,237
1,9,1,35,1,7,55,756
4,2,2,40,4,5,20,676
6,7,2,65,3,10,0,178
2,4,2,15,1,10,0,0
1,2,2,40,2,10,0,0
1,1,1,65,1,10,0,431
1,2,1,65,3,10,0,0
1,10,1,55,4,2,0,3986
4,2,1,25,4,8,32,677
1,9,2,65,1,10,0,395
4,2,2,50,5,10,0,330
1,8,2,55,3,5,0,1363
1,2,2,30,5,2,16,877
1,2,1,15,2,10,0,377
3,5,2,20,2,3,40,704
1,2,2,65,3,10,0,682
1,11,2,35,3,5,16,361
1,1,2,65,4,10,0,0
4,2,2,30,4,2,20,789
1,2,1,65,4,10,0,583
1,2,1,40,2,10,0,274
2,2,2,25,1,8,16,236
1,10,1,35,2,1,0,5063
1,3,1,65,3,10,0,1256
1,2,1,20,1,10,0,340
2,9,1,50,1,5,41.5,1894
2,3,2,40,3,4,5,159
1,3,2,45,3,10,0,381
1,10,1,65,4,10,0,428
1,11,1,35,3,1,46,1236
1,2,1,35,2,8,0,352
1,3,2,55,2,10,0,358
1,4,2,55,3,1,45,723
1,11,2,65,3,10,0,632
23,2,2,30,1,10,0,373
1,6,2,65,2,2,23,256
1,2,2,55,3,5,38,761
3,7,1,45,3,10,0,454
4,2,2,35,4,3,40,722
1,10,2,60,2,4,0,517
1,2,1,50,3,4,40,597
1,8,2,40,3,6,11,728
1,12,1,35,1,10,0,734
1,4,2,20,2,10,0,0
2,4,1,45,1,10,0,331
34,2,1,30,3,7,50,993
1,6,2,65,1,10,0,198
3,2,2,55,3,2,40,1118
1,9,2,20,2,5,40,616
1,3,1,55,1,5,40,1371
1,2,2,50,3,10,0,197
1,11,1,60,4,2,44.5,489
1,6,2,50,5,4,40,777
2,3,2,20,4,2,0,592
1,4,2,50,3,4,70,1449
1,3,1,35,3,3,6,132
1,2,2,15,5,10,0,0
2,1,2,15,1,10,0,0
6,4,2,35,2,6,50,990
4,2,2,45,4,1,27.5,1210
2,4,1,55,1,6,0,-211
1,3,1,45,4,2,40,2511
1,12,2,50,3,3,40,726
1,10,2,65,3,5,46,582
1,8,2,50,4,2,0,543
12,8,2,15,2,10,0,0
1,8,1,45,3,1,0,-112
1,2,2,35,3,2,35,804
4,9,1,45,2,3,40,616
1,1,1,15,2,10,0,0
1,10,2,45,2,10,0,441
2,11,2,15,1,10,0,197
4,2,2,50,4,2,25,22451
1,10,2,60,3,10,0,252
1,3,1,50,4,1,0,797
1,2,2,25,4,10,0,497
1,10,2,50,2,5,39,1538
1,12,2,60,3,4,20,857
4,2,1,35,4,2,10.5,669
6,7,1,65,2,8,16,268
1,6,2,65,1,4,55,855
3,8,1,20,2,8,4,135
1,10,2,55,3,4,22.5,683
1,2,1,20,4,2,45,567
4,2,1,35,4,4,40,531
1,3,2,50,3,5,43,872
1,10,1,65,1,10,0,0
5,3,1,50,4,2,35,0
1,2,2,40,2,5,32,432
6,2,1,50,3,2,40,730
1,11,1,45,4,2,40,863
1,11,1,50,3,2,45,829
1,8,1,40,4,10,0,36
1,9,2,40,3,1,40,648
2,4,1,15,1,10,0,0
1,2,2,40,2,10,0,90
1,2,2,40,2,4,60,2467
2,1,1,30,1,5,40,1882
1,3,1,25,4,2,65,1636
1,3,2,40,4,10,0,-211
1,2,1,60,1,2,37.5,1310
1,5,1,40,2,10,0,346
1,12,2,65,1,10,0,610
4,2,1,20,4,2,47.5,1139
1,11,2,65,5,10,0,88
4,2,2,20,2,10,0,161
1,2,1,45,4,1,54,2486
2,1,1,50,1,7,44,916
2,7,1,35,3,7,40,1678
1,11,1,25,3,3,57,1066
1,9,2,35,3,10,0,0
3,8,1,20,2,6,25,384
4,2,2,20,1,6,38.5,2715
5,8,1,25,1,8,40,1435
1,8,2,65,2,10,0,265
1,10,2,35,3,1,45,990
1,10,1,45,3,1,45,1535
1,4,2,35,3,10,0,889
3,2,1,30,3,4,40,761
1,10,2,40,2,10,0,770
1,3,2,50,2,6,40,1055
2,8,2,35,3,10,0,0
2,4,2,20,3,4,20,286
4,2,2,35,4,2,0,1688
3,2,1,55,1,3,50,1074
2,2,1,30,1,8,43.5,588
1,11,1,60,3,1,28,655
4,10,1,30,3,7,42,1563
3,2,1,65,1,10,0,0
1,4,1,45,3,1,0,1272
1,10,1,65,2,10,0,1209
4,8,2,40,5,2,0,305
1,5,2,60,3,3,21,1151
1,10,2,40,1,8,40,468
1,2,2,60,3,4,0,-173
1,7,1,30,2,1,55,1089
1,3,2,65,5,10,0,495
1,3,1,55,3,10,0,3
1,8,1,30,4,2,40,949
2,8,2,35,3,10,0,359
1,7,2,30,2,6,0,1076
1,7,1,55,3,3,45,1205
1,2,2,50,2,5,3,45
1,2,2,15,1,10,0,0
1,2,1,65,1,10,0,474
1,9,2,55,3,4,30,455
1,11,2,65,1,10,0,270
1,11,2,40,3,5,40,2107
1,5,1,65,3,10,0,228
3,8,1,65,1,10,0,447
1,2,1,40,4,2,40,1691
1,8,1,65,1,10,0,226
3,2,2,20,2,7,15,153
1,8,1,60,3,3,45,1076
4,9,2,25,3,4,37.5,567
2,2,2,35,3,4,32,389
1,10,1,60,3,10,0,204
1,7,1,30,1,7,48,797
1,7,2,40,2,3,7,611
1,2,2,30,4,2,12,215
1,2,1,20,2,10,0,445
9,11,2,50,3,4,37.5,1118
3,2,2,50,1,10,0,0
1,2,1,30,3,8,15,189
1,10,1,25,3,3,37,481
3,2,2,45,1,2,40,1118
1,7,1,20,2,3,36,869
1,11,1,25,3,7,40,795
1,5,1,35,3,8,46,745
3,2,1,35,3,5,37,1013
1,8,2,25,1,4,4,74
1,3,2,40,2,5,40,540
2,4,2,25,1,8,40,1516
1,5,1,50,3,3,58,1212
4,2,2,50,5,6,21,713
1,10,1,25,3,3,42,851
1,10,2,55,2,5,40,1080
1,2,2,35,4,2,40,974
12,6,1,20,5,3,40,836
1,3,1,45,4,10,0,393
1,3,1,50,1,10,0,417
4,2,1,55,3,1,50,2188
4,10,2,25,2,6,15,1681
1,7,2,45,4,2,37,1161
1,11,2,15,2,10,0,0
2,6,1,20,3,4,24,306
1,4,2,40,3,5,44,1066
4,8,1,20,4,1,0,158
3,2,2,45,1,10,0,271
5,10,2,40,1,10,0,153
1,1,1,55,1,1,50,1762
1,2,1,30,3,2,46,1113
1,5,1,55,3,2,43,1141
4,2,1,65,5,10,0,0
6,10,2,50,2,1,25,550
4,2,1,30,5,8,40,664
4,2,2,25,4,2,26,490
1,8,1,65,4,10,0,839
1,10,2,25,1,5,0,2083
1,12,2,65,1,5,6,269
4,2,1,45,4,2,37,0
4,2,1,40,2,10,0,188
1,9,1,30,1,8,45,2426
1,4,2,45,3,10,0,191
2,1,1,20,1,6,3,39
1,10,2,60,3,5,22,327
4,2,1,40,4,2,0,58
2,1,1,35,3,10,0,301
1,8,2,20,4,4,45,700
4,10,2,40,4,1,0,0
1,7,2,60,3,3,8,100
1,2,1,15,1,10,0,119
1,2,2,30,4,2,4,90
1,9,1,65,4,10,0,297
1,8,1,45,3,3,58,1340
1,10,1,40,3,1,6,264
1,2,2,65,2,10,0,301
1,8,2,65,3,10,0,209
1,10,1,65,3,10,0,633
1,4,2,25,3,10,0,331
1,2,1,65,1,10,0,0
1,3,2,50,2,10,0,0
1,2,2,65,1,10,0,265
4,8,1,15,1,10,0,191
3,2,2,20,2,3,22.5,389
1,2,2,30,3,2,3,234
1,8,2,55,4,5,6,-173
1,8,1,25,1,10,0,746
1,6,1,50,3,1,0,1305
1,2,2,60,4,2,37,1078
1,2,2,45,4,2,40,1290
1,10,1,20,3,7,50,1100
1,11,2,15,1,8,37,749
1,10,2,40,5,1,40,1136
1,10,1,40,3,3,42,1224
3,8,2,65,5,1,10,519
1,2,1,40,4,1,50,2602
1,8,1,30,3,3,50,1010
12,5,2,65,2,10,0,0
1,10,2,50,2,5,23,535
1,6,2,45,3,7,13,234
1,10,2,55,3,10,0,423
1,5,1,15,2,10,0,241
1,6,1,60,3,1,42.5,1075
1,2,2,30,3,4,0,678
1,4,2,60,3,10,0,156
1,7,2,55,5,4,45,850
1,3,2,30,5,10,0,0
1,2,2,45,2,5,25,399
1,7,1,40,1,1,0,1055
1,10,1,30,1,1,60,1359
1,2,2,55,4,2,29.5,570
1,5,2,55,3,5,40,572
4,2,2,50,1,10,0,1
1,4,2,65,3,10,0,0
1,10,1,35,2,8,40,924
4,8,1,20,4,5,50,844
1,2,2,15,1,10,0,0
3,3,1,15,2,10,0,0
4,2,1,20,2,1,40,728
12,10,2,35,3,10,0,365
1,12,2,35,4,10,0,312
1,12,1,45,3,10,0,0
1,7,2,60,3,3,0,-32
1,2,2,65,2,7,0,438
1,2,1,65,1,10,0,246
1,8,1,20,2,10,0,864
1,3,1,65,1,10,0,201
1,8,2,35,5,3,35,984
1,5,1,45,1,1,0,1165
1,2,2,65,2,10,0,886
1,4,1,40,2,8,45,984
2,2,2,55,3,5,35,673
2,8,1,45,3,10,0,270
1,7,2,15,1,10,0,0
13,9,2,40,3,4,25,440
1,4,2,30,3,8,6.5,104
12,3,2,20,3,10,0,765
1,12,2,30,3,10,0,94
1,2,2,65,5,10,0,-2905
1,2,2,15,1,10,0,0
1,2,2,15,2,10,0,0
1,10,1,40,3,1,42.5,2907
1,6,2,65,3,10,0,324
4,3,1,40,1,3,40,1456
1,2,1,65,3,10,0,273
1,1,2,55,2,5,35,886
1,5,2,35,2,1,37,1272
1,10,1,20,5,4,14,164
1,3,1,65,3,10,0,69
1,10,1,15,2,3,46.5,767
5,1,1,50,3,5,20,680
1,10,1,65,3,2,0,587
1,3,1,65,2,8,50,751
12,10,2,45,3,2,40,886
1,2,1,15,1,10,0,0
1,10,1,55,3,3,0,992
1,10,1,65,3,2,37,2110
1,10,2,50,4,3,29,1952
1,11,1,25,5,7,30,1604
3,2,2,60,1,8,0,190
1,8,2,65,4,10,0,331
1,8,1,45,2,4,40,1846
2,2,1,30,1,1,48,864
2,3,2,55,4,1,40,1467
1,3,2,20,2,10,0,160
1,3,1,65,3,10,0,265
1,8,2,35,3,5,43,710
2,8,2,20,3,5,35,539
1,10,2,45,4,2,40,2015
1,2,1,65,5,10,0,242
1,4,2,45,3,3,0,391
4,2,1,25,4,5,40,844
4,2,1,15,3,10,0,462
1,12,1,30,5,3,0,-121
12,9,2,15,1,10,0,639
1,9,2,65,2,10,0,466
1,2,2,65,1,10,0,449
1,2,2,60,1,1,30,1960
1,3,1,25,1,10,0,250
2,3,1,65,1,10,0,302
1,5,1,35,2,3,0,1243
1,10,1,35,5,3,40,1072
1,4,1,35,3,8,45,932
1,9,1,40,3,4,50,708
2,4,2,30,1,10,0,404
1,6,1,45,1,5,40,924
1,11,2,40,4,2,50,989
1,9,1,55,2,1,40,1232
1,2,2,60,4,10,0,244
1,2,2,60,2,10,0,0
1,8,1,60,3,8,40,1122
4,2,1,20,4,2,23,355
1,9,2,25,5,2,26,1390
1,8,1,35,3,8,5,159
1,8,1,20,4,10,0,415
1,2,2,20,2,10,0,352
1,2,2,50,2,4,0,0
1,9,1,65,1,2,0,587
2,2,2,15,3,8,45,990
13,11,1,15,5,10,0,0
5,7,2,20,2,10,0,66
2,2,1,50,2,8,0,357
1,11,2,35,2,10,0,265
1,2,2,65,1,7,0,190
6,2,1,60,5,3,20,544
1,8,1,15,2,10,0,301
1,8,2,65,1,10,0,110
1,2,2,65,1,3,45,1134
1,9,2,60,1,1,34,639
1,2,1,35,2,5,40,1320
1,8,1,50,2,8,0,294
1,2,2,25,5,5,24,696
1,8,1,40,2,8,9,2370
1,11,2,45,4,10,0,450
1,10,2,50,4,2,40,1264
1,10,2,65,1,10,0,0
1,1,2,45,3,2,32,2400
2,8,2,65,1,10,0,0
12,4,2,60,3,4,40,550
1,8,1,40,4,6,40,1688
1,10,1,65,1,10,0,0
1,2,1,50,4,2,0,-117
1,10,2,65,1,10,0,517
1,3,2,50,1,3,12,292
3,5,2,40,5,8,0,154
4,11,1,20,2,10,0,511
1,6,1,55,5,8,40,888
1,5,2,60,1,5,31,692
1,3,2,45,5,2,48,674
1,5,1,45,2,3,0,0
1,3,1,45,1,7,15,1695
3,2,2,25,4,2,20,341
1,2,1,40,3,8,0,-169
16,11,2,35,3,2,36,887
3,2,2,65,1,8,39,1305
1,8,1,65,2,10,0,33
1,8,2,65,1,10,0,231
1,7,1,15,2,10,0,428
1,9,1,45,3,2,0,851
1,9,1,20,3,8,50,688
1,8,2,50,2,6,40.5,795
1,2,1,65,4,10,0,-169
2,5,1,55,3,3,40,1122
4,10,1,35,4,2,19,453
1,4,1,65,1,4,37,970
1,2,2,65,3,10,0,383
3,2,1,45,2,8,0,525
1,6,1,50,3,5,0,1985
1,2,2,15,2,10,0,0
1,5,1,50,3,2,0,2124
1,9,2,15,2,10,0,0
4,2,1,20,1,1,40,746
1,4,2,60,1,10,0,0
1,1,2,15,1,10,0,0
1,1,1,35,3,7,0,317
1,3,2,35,3,4,24,849
2,2,2,60,5,10,0,2071
1,2,2,35,2,1,40,1478
1,2,2,25,3,3,8,234
1,2,2,45,2,5,0,169
1,2,1,20,3,10,0,0
1,6,2,60,1,10,0,563
2,8,2,25,4,1,12,1904
1,10,1,35,4,2,37,2071
1,2,1,50,2,1,0,2068
1,10,2,15,2,10,0,0
2,3,2,30,3,10,0,237
1,2,1,35,4,1,50,2021
1,5,2,55,3,6,5,174
1,4,1,65,3,3,0,1224
4,10,2,25,4,5,30,2010
1,2,1,65,3,6,0,2743
4,2,1,25,4,5,42.5,579
1,10,2,45,3,5,0,-1308
1,11,2,55,3,1,25,489
1,11,1,15,1,2,40,1139
3,2,1,20,1,3,40,658
1,2,2,25,2,6,6,248
4,8,1,25,4,5,40,1028
1,2,2,55,4,2,0,-211
2,10,1,55,5,8,40,836
1,11,1,30,5,2,0,2658
1,3,2,65,5,4,5,81
1,6,2,65,1,10,0,0
2,7,2,20,2,10,0,0
1,2,1,20,2,1,40,520
1,9,2,65,3,10,0,0
1,5,2,65,5,10,0,252
1,2,1,65,3,10,0,565
1,1,2,50,5,8,37.5,830
1,4,1,40,1,5,40,1036
1,10,2,30,5,2,25,2636
1,4,1,60,1,5,51,1402
1,2,2,25,2,4,10,165
3,5,2,35,2,8,20,278
13,11,1,15,2,10,0,0
1,2,1,30,3,1,40,1295
13,2,1,20,4,2,37,2883
1,10,1,15,2,4,33.5,492
1,10,2,45,3,10,0,353
1,11,1,30,3,6,9,161
6,12,1,55,3,1,40,1224
1,10,1,65,3,10,0,275
1,6,1,35,1,1,40,1520
1,5,2,15,2,7,0,1456
1,7,2,20,5,10,0,560
6,11,2,25,4,2,39,1720
1,10,2,65,1,10,0,335
1,5,1,45,4,1,0,4324
1,2,1,45,3,1,47.5,1408
1,12,1,25,3,4,9,693
4,2,1,30,4,2,43.5,1754
1,10,2,55,4,2,40,1260
1,7,2,60,3,5,40,749
4,2,2,45,4,2,15,434
14,11,2,30,4,6,32,518
1,8,2,50,2,5,0,650
4,10,1,55,4,10,0,139
1,1,2,65,1,10,0,369
1,10,1,30,4,5,40,792
1,11,1,65,1,10,0,955
1,6,2,50,2,5,40,590
1,2,1,45,3,1,37.5,1055
1,2,2,30,4,2,40,949
12,3,1,40,2,7,40,616
2,7,1,55,1,1,0,2071
1,3,1,50,1,2,0,1354
2,2,2,45,2,5,0,0
1,2,1,45,3,3,40,878
1,10,2,30,3,6,28,481
2,1,1,20,1,7,34.5,767
1,1,2,65,1,10,0,271
1,3,2,15,1,7,0,425
4,2,2,25,4,10,0,361
1,3,1,30,4,2,0,1097
1,2,2,25,4,2,32,1302
1,2,1,25,3,5,40,730
4,2,2,45,4,10,0,290
1,10,2,20,3,2,0,738
4,8,2,60,1,10,0,160
1,7,2,25,4,2,20,1139
1,9,2,15,2,10,0,0
1,2,1,55,1,10,0,0
4,2,2,55,4,2,39.5,905
1,10,2,40,4,10,0,428
1,6,1,65,3,10,0,1168
4,2,2,30,1,4,40,639
1,3,2,25,3,10,0,216
1,4,2,45,3,4,0,-30
1,2,1,25,5,5,37.5,557
1,3,2,15,1,10,0,0
1,8,2,35,2,5,41.5,763
1,2,1,30,4,2,60,1016
4,2,1,20,3,6,40,792
1,9,2,65,3,10,0,0
4,10,2,35,4,5,43,1806
1,2,1,20,2,3,40,654
1,11,1,35,3,8,45,1103
1,8,1,15,1,10,0,0
4,4,2,30,1,4,40,726
1,3,2,45,3,5,40,2004
1,9,1,55,3,10,0,0
1,8,1,65,1,10,0,516
1,3,1,65,5,1,0,1384
13,2,2,30,3,2,40,570
1,10,1,50,5,3,40,897
1,11,2,20,2,4,11,157
4,10,1,35,4,10,0,116
4,2,2,25,1,8,37.5,2289
12,2,2,65,2,10,0,0
1,2,2,65,3,10,0,369
1,8,2,50,3,4,37,588
1,9,1,15,2,1,50,1139
4,2,1,60,4,10,0,135
1,10,2,55,2,7,10,176
1,11,1,65,1,6,0,659
1,10,2,65,1,10,0,334
4,5,1,35,3,2,40,1068
1,4,1,20,3,7,25,358
1,10,2,55,3,5,36,773
3,2,2,20,2,10,0,316
2,9,2,50,1,10,0,0
1,6,2,35,1,10,0,296
1,6,2,65,1,10,0,201
1,3,1,45,5,3,40,1499
4,2,1,15,1,10,0,0
3,2,1,20,1,10,0,0
12,1,2,20,3,10,0,0
1,3,2,65,1,10,0,0
1,9,1,65,1,3,0,1092
6,4,2,35,3,2,30,616
1,10,1,15,1,2,0,0
1,10,1,65,4,10,0,351
1,2,2,30,3,2,40,1367
3,2,1,15,2,10,0,0
1,10,1,65,3,8,40,842
3,8,2,30,3,10,0,0
1,11,1,30,1,8,40,777
1,6,2,50,1,5,49.5,1029
4,3,1,20,4,2,43,835
1,8,1,65,3,10,0,402
1,3,1,35,4,2,40,630
1,2,2,50,4,2,4,149
1,1,1,65,1,10,0,316
2,5,1,25,2,3,4,136
1,4,2,60,3,2,21,578
1,6,1,60,3,3,45,648
1,10,2,55,1,10,0,239
4,2,2,50,4,2,32,2265
1,9,1,25,2,8,42,726
1,8,1,45,3,1,0,0
4,2,1,30,3,3,30,403
3,6,1,25,2,7,45,814
5,2,1,35,4,1,51,1076
2,3,2,65,1,10,0,0
1,5,1,60,2,7,45,890
4,2,2,35,4,4,56,986
1,8,2,30,4,2,25.5,587
1,10,2,55,2,5,40,742
1,1,1,15,2,10,0,0
12,3,2,15,3,10,0,0
2,5,2,30,3,6,0,0
4,2,2,35,2,2,40,2774
4,2,2,65,2,6,43.5,1156
4,10,2,30,3,10,0,3
6,6,2,35,2,1,45,1497
2,4,2,50,1,3,55,1169
3,8,2,45,3,5,50,1161
1,2,1,45,3,3,0,1055
1,3,1,25,3,1,50,875
1,2,1,45,4,2,47,1006
1,2,1,30,4,2,40,1112
1,8,2,65,5,10,0,25
1,10,2,50,2,4,0,0
1,3,2,35,1,1,36,1819
4,2,2,20,2,6,37.5,585
12,10,2,60,3,4,0,313
1,11,2,60,3,5,40,949
4,2,2,65,4,2,33,1180
1,2,2,40,2,1,24,920
4,2,2,20,1,7,37.5,1344
1,12,1,50,1,3,40,720
1,10,1,55,4,3,43.5,874
1,2,1,40,1,7,40,665
1,8,2,45,3,5,40,880
12,2,1,60,1,1,42.5,1383
1,10,1,65,5,10,0,356
4,10,2,65,1,10,0,534
2,1,2,15,5,10,0,0
1,10,1,65,4,10,0,348
1,2,2,65,1,10,0,0
6,2,1,35,3,3,0,8
12,6,2,30,3,10,0,239
6,8,2,35,2,1,25,1643
4,4,2,45,1,10,0,0
1,11,1,35,2,1,40,540
1,2,1,25,3,3,45,358
4,3,1,20,2,2,40,918
1,2,2,65,3,10,0,335
1,2,1,25,3,2,45,1092
3,8,2,35,2,10,0,649
1,11,2,45,3,5,40.5,3961
1,10,1,60,1,10,0,486
1,1,2,60,3,2,40,1105
1,10,2,15,2,10,0,0
1,10,2,15,3,10,0,285
1,2,2,40,3,5,0,1160
1,10,1,65,3,10,0,300
1,11,1,35,2,8,40,732
12,4,2,15,3,10,0,0
4,2,2,30,4,2,45,693
1,11,1,65,4,6,34,680
1,4,2,30,3,4,7.5,105
4,2,2,60,1,5,0,1814
1,3,1,45,1,2,30,1109
1,12,1,65,1,10,0,0
4,2,1,55,4,6,9,632
1,2,2,65,5,10,0,198
1,9,1,40,2,1,0,2954
4,2,1,45,4,2,0,518
1,2,2,25,4,2,0,0
3,12,2,45,4,2,48,784
4,2,1,15,1,10,0,0
1,2,2,65,2,10,0,201
1,7,2,20,1,1,42,737
2,9,2,25,1,10,0,0
1,9,2,55,1,10,0,0
1,6,1,65,3,10,0,2
1,10,1,20,4,10,0,0
4,2,2,35,4,10,0,491
1,5,2,50,3,5,38,582
1,2,1,35,1,3,0,633
1,2,2,65,2,10,0,2557
1,9,1,50,3,8,0,288
1,9,1,15,1,10,0,0
1,2,2,35,4,5,0,760
1,11,1,65,1,10,0,218
1,10,1,45,1,4,40,828
3,2,2,60,3,6,45,1542
1,12,1,40,3,8,45,929
6,4,2,35,4,10,0,0
1,1,1,45,3,5,50,1239
1,8,1,50,3,6,40,1320
2,8,1,15,1,10,0,0
1,6,1,60,3,7,0,823
1,2,2,45,4,2,0,-236
3,8,2,45,2,2,0,179
1,8,1,55,4,2,50,2293
12,9,2,40,1,4,10,461
1,11,1,50,2,10,0,470
1,1,1,30,2,6,8,176
1,4,1,60,5,3,0,1162
6,11,1,50,4,5,22,555
1,8,1,50,4,5,40,453
1,2,1,20,2,10,0,83
4,5,1,20,4,2,40,1243
1,7,1,30,2,4,30,510
4,2,2,25,4,4,33,672
4,2,1,30,2,10,0,274
1,2,1,40,3,1,55,1745
14,10,1,35,4,10,0,438
1,2,1,55,3,3,15,627
1,4,1,45,3,10,0,0
12,9,1,20,3,1,60,1392
1,3,2,65,2,10,0,308
1,11,2,20,2,10,0,271
1,9,2,15,1,10,0,0
1,2,2,25,2,10,0,669
23,4,1,30,5,3,0,1901
3,7,1,40,2,8,0,397
1,7,2,65,1,10,0,0
1,10,2,60,3,4,14,2313
4,2,2,15,2,10,0,0
1,2,1,35,4,5,40,1012
1,10,2,55,3,5,50,1835
2,4,2,60,4,10,0,474
